month,crop_category,crop_name,system_type,avg_temp_c,humidity_pct,water_temp_c,vpd_kpa,ph_level,ec_level,dissolved_oxygen,dli_mol_m2_day,is_recommended,risk_factor
Sep,Microgreen,Pea Shoots,Tray,32.5,79.0,27.5,1.03,6.9,1.4,4.4,9.5,0,Root Rot Risk
Oct,Microgreen,Broccoli,Tray,29.4,40.8,32.4,2.43,7.4,1.9,2.7,16.2,0,Root Rot Risk
Aug,Microgreen,Cilantro,Tray,29.2,73.2,32.2,1.08,5.9,1.0,2.7,12.4,0,Root Rot Risk
Mar,Hydroponic,Celery,NFT,25.4,38.5,28.4,2.0,5.8,1.5,4.1,18.4,0,Root Rot Risk
Sep,Microgreen,Sunflower,Tray,34.9,80.5,29.9,1.09,6.5,1.3,3.6,8.1,0,Root Rot Risk
Mar,Microgreen,Broccoli,Tray,22.7,40.5,25.7,1.64,7.4,2.3,5.0,17.7,0,Nutrient Lockout
Feb,Hydroponic,Cucumber,DWC,28.5,33.2,31.5,2.6,5.9,0.7,3.0,14.6,0,Root Rot Risk
Oct,Hydroponic,Celery,DWC,31.1,32.7,26.1,3.04,5.9,0.6,4.9,19.0,0,Root Rot Risk
Apr,Microgreen,Broccoli,Tray,45.8,28.9,40.8,7.08,7.8,1.2,2.0,19.5,0,Root Rot Risk
Nov,Hydroponic,Bell Pepper,NFT,13.9,56.1,16.9,0.7,5.6,0.6,8.1,8.7,1,Optimal
Apr,Microgreen,Pea Shoots,Tray,47.4,20.7,42.4,8.58,6.4,1.8,2.0,20.5,0,Root Rot Risk
May,Microgreen,Mustard,Tray,41.2,16.2,36.2,6.58,7.1,1.9,2.0,19.0,0,Root Rot Risk
Aug,Hydroponic,Mint,DWC,34.6,75.1,29.6,1.37,5.7,1.1,3.6,9.3,0,Root Rot Risk
Jan,Hydroponic,Kale,DWC,14.8,51.9,17.8,0.81,6.1,0.7,7.8,7.0,1,Optimal
Nov,Hydroponic,Cherry Tomato,NFT,19.9,40.4,22.9,1.38,7.7,2.4,6.0,6.5,0,Nutrient Lockout
Feb,Hydroponic,Bell Pepper,NFT,29.5,48.6,32.5,2.12,7.6,1.8,2.6,14.9,0,Root Rot Risk
Oct,Microgreen,Amaranth,Tray,30.6,38.9,25.6,2.68,6.5,1.4,5.1,14.3,0,VPD Stress
Mar,Microgreen,Sunflower,Tray,26.5,46.4,29.5,1.86,7.0,2.0,3.7,18.2,0,Root Rot Risk
May,Hydroponic,Pak Choi,NFT,39.4,18.2,34.4,5.83,6.6,1.7,2.0,22.6,0,Root Rot Risk
Dec,Hydroponic,Celery,DWC,9.5,53.3,12.5,0.55,7.5,1.3,9.6,7.8,0,Nutrient Lockout
Aug,Microgreen,Pea Shoots,Tray,34.1,94.1,29.1,0.32,7.1,1.7,3.8,10.6,0,Root Rot Risk
Jul,Microgreen,Pea Shoots,Tray,28.6,72.7,31.6,1.07,7.4,0.6,3.0,14.3,0,Root Rot Risk
May,Microgreen,Arugula,Tray,45.6,18.6,40.6,8.03,5.5,1.2,2.0,23.5,0,Root Rot Risk
Oct,Hydroponic,Cucumber,NFT,30.8,39.7,25.8,2.68,6.1,1.5,5.0,16.3,0,VPD Stress
Jul,Microgreen,Arugula,Tray,34.6,73.2,29.6,1.47,5.7,2.0,3.7,9.7,0,Root Rot Risk
Jan,Hydroponic,Pak Choi,DWC,14.2,45.2,17.2,0.89,7.1,1.1,8.0,5.1,0,Nutrient Lockout
May,Microgreen,Radish,Tray,39.6,20.6,34.6,5.75,6.7,1.0,2.0,19.5,0,Root Rot Risk
Apr,Hydroponic,Celery,DWC,37.9,27.9,32.9,4.76,6.6,0.9,2.5,23.6,0,Root Rot Risk
Oct,Hydroponic,Celery,NFT,25.7,41.5,28.7,1.93,5.3,1.3,3.9,14.7,0,Root Rot Risk
Aug,Microgreen,Cilantro,Tray,28.2,73.0,31.2,1.03,7.4,1.7,3.1,14.7,0,Root Rot Risk
Mar,Microgreen,Mustard,Tray,22.9,30.7,25.9,1.93,5.3,1.1,4.9,15.7,0,Nutrient Lockout
Jun,Microgreen,Mustard,Tray,45.6,26.1,40.6,7.3,7.7,1.4,2.0,24.6,0,Root Rot Risk
Oct,Microgreen,Kohlrabi,Tray,22.6,31.0,25.6,1.89,5.3,2.3,5.0,16.1,0,Nutrient Lockout
Jul,Hydroponic,Pak Choi,DWC,33.5,73.6,28.5,1.37,6.9,0.8,4.0,8.3,0,Root Rot Risk
Nov,Microgreen,Broccoli,Tray,18.3,51.9,21.3,1.01,7.3,1.2,6.5,10.1,0,Nutrient Lockout
Jan,Microgreen,Basil (MG),Tray,18.6,52.5,21.6,1.02,7.1,1.6,6.4,9.3,0,Nutrient Lockout
Nov,Hydroponic,Spinach,NFT,18.6,59.7,21.6,0.86,7.3,2.5,6.4,7.1,0,Nutrient Lockout
Sep,Microgreen,Pea Shoots,Tray,29.7,90.8,32.7,0.38,5.5,1.3,2.6,10.6,0,Root Rot Risk
Mar,Microgreen,Radish,Tray,23.2,38.0,26.2,1.76,6.1,1.6,4.8,16.4,0,Root Rot Risk
Jun,Hydroponic,Mint,DWC,38.1,16.7,33.1,5.54,7.0,1.8,2.4,20.4,0,Root Rot Risk
May,Hydroponic,Pak Choi,NFT,37.5,25.5,32.5,4.82,5.9,2.2,2.6,18.8,0,Root Rot Risk
Apr,Hydroponic,Basil (Hydro),NFT,40.6,25.6,35.6,5.67,5.7,1.2,2.0,22.0,0,Root Rot Risk
Apr,Microgreen,Basil (MG),Tray,37.2,28.6,32.2,4.52,5.4,1.1,2.7,24.3,0,Root Rot Risk
Feb,Hydroponic,Kale,NFT,31.5,39.8,26.5,2.79,7.0,1.6,4.7,15.5,0,Root Rot Risk
Jan,Hydroponic,Basil (Hydro),DWC,18.2,44.5,21.2,1.16,7.6,1.5,6.6,6.9,0,Nutrient Lockout
Jan,Hydroponic,Pak Choi,NFT,12.2,59.4,15.2,0.58,7.3,2.2,8.7,11.2,0,Nutrient Lockout
Feb,Microgreen,Beetroot,Tray,29.4,45.6,32.4,2.23,5.7,0.7,2.7,14.6,0,Root Rot Risk
Mar,Microgreen,Mustard,Tray,29.4,44.6,32.4,2.28,5.3,2.2,2.6,17.9,0,Root Rot Risk
Jul,Microgreen,Arugula,Tray,32.3,71.9,27.3,1.36,6.7,1.3,4.4,10.5,0,Root Rot Risk
Apr,Microgreen,Beetroot,Tray,48.0,20.6,43.0,8.85,7.6,1.1,2.0,18.2,0,Root Rot Risk
Oct,Microgreen,Beetroot,Tray,29.6,48.5,32.6,2.14,6.3,0.5,2.6,16.8,0,Root Rot Risk
Jun,Hydroponic,Cucumber,DWC,44.7,16.2,39.7,7.92,6.2,2.3,2.0,21.0,0,Root Rot Risk
Nov,Hydroponic,Bell Pepper,DWC,11.7,57.9,14.7,0.58,6.7,0.6,8.8,10.8,1,Optimal
Aug,Microgreen,Sunflower,Tray,31.7,90.9,26.7,0.43,7.0,0.6,4.7,12.1,0,Root Rot Risk
Apr,Microgreen,Sunflower,Tray,37.3,27.8,32.3,4.6,6.3,1.9,2.7,19.2,0,Root Rot Risk
Feb,Hydroponic,Spinach,NFT,31.9,42.3,26.9,2.73,7.5,2.2,4.6,14.8,0,Root Rot Risk
Sep,Hydroponic,Strawberry,NFT,31.3,88.6,26.3,0.52,6.4,1.0,4.8,12.4,0,Root Rot Risk
Oct,Microgreen,Pea Shoots,Tray,31.7,33.4,26.7,3.11,6.2,1.2,4.7,17.3,0,Root Rot Risk
Feb,Hydroponic,Basil (Hydro),NFT,30.9,39.4,25.9,2.71,7.0,1.6,4.9,15.6,0,VPD Stress
Jul,Microgreen,Amaranth,Tray,31.6,71.8,26.6,1.31,6.5,2.4,4.7,10.6,0,Root Rot Risk
Apr,Microgreen,Arugula,Tray,43.8,27.7,38.8,6.51,7.7,1.2,2.0,21.7,0,Root Rot Risk
Jul,Microgreen,Kohlrabi,Tray,31.7,83.0,26.7,0.79,5.9,2.4,4.7,13.5,0,Root Rot Risk
Dec,Microgreen,Kohlrabi,Tray,16.8,54.3,19.8,0.87,5.7,0.5,7.1,10.6,1,Optimal
Jan,Microgreen,Cilantro,Tray,17.1,58.4,20.1,0.81,6.0,1.6,7.0,10.8,1,Optimal
Aug,Microgreen,Cilantro,Tray,30.2,94.0,25.2,0.26,5.9,2.1,5.2,14.8,0,Mold/Fungal Risk
Jan,Hydroponic,Pak Choi,DWC,11.6,59.3,14.6,0.55,6.0,1.5,8.9,6.4,1,Optimal
Feb,Microgreen,Mustard,Tray,22.9,46.5,25.9,1.49,7.1,1.4,4.9,17.0,0,Nutrient Lockout
Mar,Hydroponic,Strawberry,NFT,27.4,33.0,30.4,2.44,7.4,2.4,3.4,16.1,0,Root Rot Risk
Sep,Microgreen,Basil (MG),Tray,31.5,90.5,26.5,0.44,6.8,1.8,4.7,9.4,0,Root Rot Risk
Sep,Microgreen,Mustard,Tray,30.6,74.7,25.6,1.11,5.6,1.3,5.0,10.9,1,Optimal
Aug,Hydroponic,Basil (Hydro),NFT,33.7,82.3,28.7,0.92,6.3,2.4,4.0,14.8,0,Root Rot Risk
Aug,Microgreen,Basil (MG),Tray,28.3,82.2,31.3,0.68,6.9,2.4,3.1,14.0,0,Root Rot Risk
Dec,Hydroponic,Basil (Hydro),NFT,12.4,44.0,15.4,0.8,7.7,2.1,8.6,11.5,0,Nutrient Lockout
Jan,Hydroponic,Cherry Tomato,DWC,13.8,59.7,16.8,0.64,5.9,1.5,8.1,9.6,1,Optimal
Dec,Microgreen,Arugula,Tray,19.5,49.4,22.5,1.15,6.5,0.6,6.1,7.1,1,Optimal
Feb,Hydroponic,Bell Pepper,NFT,25.9,44.7,28.9,1.84,6.3,1.4,3.9,16.5,0,Root Rot Risk
Sep,Hydroponic,Cherry Tomato,NFT,28.4,86.2,31.4,0.53,5.7,1.5,3.0,9.4,0,Root Rot Risk
Oct,Hydroponic,Spinach,NFT,29.0,36.9,32.0,2.52,7.7,0.6,2.8,18.0,0,Root Rot Risk
May,Microgreen,Amaranth,Tray,39.9,19.0,34.9,5.94,5.3,1.4,2.0,21.7,0,Root Rot Risk
May,Microgreen,Beetroot,Tray,41.9,17.1,36.9,6.75,5.7,2.0,2.0,23.7,0,Root Rot Risk
May,Microgreen,Radish,Tray,38.6,18.4,33.6,5.59,7.6,1.3,2.2,20.8,0,Root Rot Risk
Aug,Hydroponic,Bell Pepper,NFT,31.6,81.2,26.6,0.87,5.6,2.4,4.7,10.2,0,Root Rot Risk
Jul,Hydroponic,Pak Choi,NFT,28.9,94.9,31.9,0.2,6.4,0.7,2.8,14.5,0,Root Rot Risk
Sep,Microgreen,Arugula,Tray,32.3,91.8,27.3,0.39,6.6,2.2,4.4,13.6,0,Root Rot Risk
Aug,Microgreen,Pea Shoots,Tray,28.2,90.3,31.2,0.37,5.4,1.4,3.1,13.4,0,Root Rot Risk
Sep,Hydroponic,Basil (Hydro),DWC,34.3,85.4,29.3,0.79,7.2,0.7,3.8,12.1,0,Root Rot Risk
Jun,Hydroponic,Cherry Tomato,DWC,42.4,23.2,37.4,6.45,6.6,2.4,2.0,21.8,0,Root Rot Risk
Nov,Microgreen,Pea Shoots,Tray,19.8,47.3,22.8,1.22,6.7,1.7,6.0,5.4,1,Optimal
Oct,Hydroponic,Lettuce,NFT,29.4,30.2,32.4,2.86,6.7,1.3,2.7,14.8,0,Root Rot Risk
Nov,Hydroponic,Pak Choi,DWC,18.8,53.1,21.8,1.02,7.6,0.7,6.4,9.0,0,Nutrient Lockout
May,Hydroponic,Kale,NFT,47.6,16.6,42.6,9.11,5.9,0.7,2.0,18.9,0,Root Rot Risk
May,Microgreen,Radish,Tray,39.6,22.7,34.6,5.58,6.5,2.3,2.0,24.4,0,Root Rot Risk
Mar,Hydroponic,Cucumber,NFT,26.9,37.1,29.9,2.23,7.1,1.9,3.5,15.3,0,Root Rot Risk
Jan,Hydroponic,Basil (Hydro),NFT,16.7,55.9,19.7,0.84,6.2,1.1,7.1,7.5,1,Optimal
Jun,Hydroponic,Pak Choi,DWC,42.4,27.5,37.4,6.08,6.2,1.6,2.0,20.6,0,Root Rot Risk
Jan,Hydroponic,Cherry Tomato,NFT,19.7,42.6,22.7,1.31,5.5,1.0,6.1,8.1,1,Optimal
Dec,Microgreen,Radish,Tray,17.7,43.7,20.7,1.14,6.4,2.2,6.8,8.9,1,Optimal
Dec,Microgreen,Mustard,Tray,9.4,50.5,12.4,0.58,7.3,1.7,9.6,7.5,0,Nutrient Lockout
Dec,Hydroponic,Basil (Hydro),NFT,17.9,51.0,20.9,1.0,5.5,0.8,6.7,7.1,1,Optimal
Jun,Hydroponic,Strawberry,DWC,40.4,26.2,35.4,5.56,5.2,1.9,2.0,24.6,0,Root Rot Risk
Sep,Microgreen,Pea Shoots,Tray,32.8,70.4,27.8,1.48,6.3,1.4,4.3,13.8,0,Root Rot Risk
Jun,Hydroponic,Pak Choi,DWC,42.3,19.2,37.3,6.73,6.6,2.4,2.0,19.9,0,Root Rot Risk
Aug,Hydroponic,Basil (Hydro),NFT,34.3,70.0,29.3,1.62,7.2,1.8,3.8,11.5,0,Root Rot Risk
Jan,Microgreen,Amaranth,Tray,10.4,41.1,13.4,0.74,6.1,1.1,9.3,10.4,1,Optimal
Aug,Hydroponic,Kale,DWC,31.0,86.8,26.0,0.59,7.1,2.5,4.9,12.0,0,Nutrient Lockout
Oct,Hydroponic,Spinach,NFT,22.1,42.1,25.1,1.54,7.1,1.7,5.2,19.5,0,Nutrient Lockout
Oct,Microgreen,Sunflower,Tray,26.1,33.3,29.1,2.26,6.8,1.2,3.8,15.3,0,Root Rot Risk
Apr,Hydroponic,Spinach,DWC,45.7,24.6,40.7,7.48,6.8,1.1,2.0,18.1,0,Root Rot Risk
Feb,Hydroponic,Pak Choi,NFT,23.6,43.6,26.6,1.64,7.4,1.7,4.7,19.5,0,Root Rot Risk
Oct,Hydroponic,Lettuce,DWC,30.0,40.8,25.0,2.52,6.8,1.1,5.2,18.9,0,VPD Stress
Sep,Microgreen,Arugula,Tray,34.5,79.0,29.5,1.15,5.4,1.0,3.7,8.4,0,Root Rot Risk
Apr,Hydroponic,Bell Pepper,DWC,37.9,24.6,32.9,4.96,7.4,1.1,2.5,24.7,0,Root Rot Risk
Oct,Microgreen,Sunflower,Tray,29.3,33.8,32.3,2.69,7.6,1.0,2.7,14.8,0,Root Rot Risk
May,Microgreen,Mustard,Tray,40.6,18.2,35.6,6.22,7.5,1.0,2.0,21.5,0,Root Rot Risk
Mar,Microgreen,Amaranth,Tray,26.4,49.7,29.4,1.73,5.5,2.3,3.7,14.0,0,Root Rot Risk
Jul,Hydroponic,Cherry Tomato,NFT,31.3,83.8,26.3,0.74,5.6,1.6,4.8,14.9,0,Root Rot Risk
Nov,Hydroponic,Pak Choi,NFT,17.1,45.4,20.1,1.06,7.7,2.4,7.0,8.3,0,Nutrient Lockout
Sep,Hydroponic,Celery,NFT,30.7,85.7,25.7,0.63,7.3,0.8,5.0,12.2,0,Nutrient Lockout
Nov,Microgreen,Radish,Tray,9.0,46.4,12.0,0.62,6.5,0.7,9.8,9.1,1,Optimal
Apr,Hydroponic,Lettuce,DWC,41.5,22.5,36.5,6.18,5.3,2.1,2.0,21.3,0,Root Rot Risk
Nov,Hydroponic,Cherry Tomato,NFT,17.3,47.2,20.3,1.04,6.5,1.5,6.9,9.8,1,Optimal
Dec,Microgreen,Kohlrabi,Tray,19.3,51.9,22.3,1.07,6.8,2.5,6.2,5.3,1,Optimal
Dec,Hydroponic,Celery,NFT,14.6,47.0,17.6,0.88,5.9,0.9,7.8,7.8,1,Optimal
Dec,Microgreen,Radish,Tray,16.4,46.6,19.4,1.0,7.4,2.4,7.2,7.4,0,Nutrient Lockout
Apr,Hydroponic,Lettuce,NFT,42.9,18.3,37.9,7.01,7.4,1.7,2.0,22.8,0,Root Rot Risk
Apr,Microgreen,Kohlrabi,Tray,45.4,27.1,40.4,7.14,7.3,1.9,2.0,19.9,0,Root Rot Risk
Jan,Microgreen,Arugula,Tray,17.0,51.6,20.0,0.94,7.2,2.2,7.0,9.3,0,Nutrient Lockout
Jul,Hydroponic,Cherry Tomato,DWC,34.0,79.0,29.0,1.11,6.8,0.8,3.8,11.9,0,Root Rot Risk
Apr,Microgreen,Kohlrabi,Tray,37.9,16.2,32.9,5.52,7.8,2.0,2.5,19.3,0,Root Rot Risk
Jan,Microgreen,Broccoli,Tray,8.7,48.2,11.7,0.58,6.4,1.7,9.9,6.6,1,Optimal
Apr,Microgreen,Arugula,Tray,47.1,24.4,42.1,8.05,6.9,1.4,2.0,20.5,0,Root Rot Risk
May,Hydroponic,Lettuce,NFT,47.8,26.1,42.8,8.16,7.5,2.0,2.0,23.2,0,Root Rot Risk
Mar,Hydroponic,Basil (Hydro),NFT,29.8,33.5,32.8,2.79,7.2,2.4,2.5,18.8,0,Root Rot Risk
Jul,Hydroponic,Basil (Hydro),NFT,32.7,94.0,27.7,0.3,6.0,1.6,4.3,9.4,0,Root Rot Risk
Sep,Microgreen,Beetroot,Tray,31.7,78.2,26.7,1.02,5.6,1.4,4.6,12.7,0,Root Rot Risk
Nov,Hydroponic,Pak Choi,NFT,8.3,49.8,11.3,0.55,6.5,0.8,10.1,6.0,1,Optimal
May,Hydroponic,Strawberry,DWC,45.7,17.2,40.7,8.24,7.0,1.7,2.0,21.1,0,Root Rot Risk
Sep,Hydroponic,Spinach,NFT,30.7,88.2,25.7,0.52,7.5,2.5,5.0,12.3,0,Nutrient Lockout
Jan,Microgreen,Sunflower,Tray,10.0,51.9,13.0,0.59,6.7,2.1,9.5,7.6,1,Optimal
Dec,Hydroponic,Mint,NFT,18.2,53.9,21.2,0.96,5.9,1.5,6.6,5.9,1,Optimal
Dec,Hydroponic,Kale,DWC,19.9,56.9,22.9,1.0,6.9,1.2,6.0,8.3,1,Optimal
Jul,Hydroponic,Cucumber,DWC,32.1,72.0,27.1,1.34,7.8,2.1,4.5,10.8,0,Root Rot Risk
Dec,Hydroponic,Spinach,DWC,8.0,50.0,11.0,0.54,5.8,1.8,10.1,11.9,1,Optimal
Feb,Microgreen,Amaranth,Tray,23.5,49.2,26.5,1.47,7.4,2.2,4.7,17.2,0,Root Rot Risk
Sep,Microgreen,Mustard,Tray,30.7,84.6,25.7,0.68,7.0,2.4,5.0,13.2,1,Optimal
Oct,Hydroponic,Mint,NFT,23.0,47.8,26.0,1.46,6.1,1.9,4.9,16.7,1,Optimal
Oct,Microgreen,Basil (MG),Tray,31.8,42.6,26.8,2.7,6.0,1.2,4.6,19.5,0,Root Rot Risk
Oct,Microgreen,Arugula,Tray,24.9,36.6,27.9,1.99,7.7,2.4,4.2,19.8,0,Root Rot Risk
Oct,Microgreen,Arugula,Tray,30.0,44.3,25.0,2.37,7.1,0.5,5.2,17.9,0,Nutrient Lockout
Aug,Microgreen,Mustard,Tray,30.1,89.2,25.1,0.46,5.9,1.5,5.2,9.8,0,Mold/Fungal Risk
Sep,Microgreen,Pea Shoots,Tray,31.1,76.0,26.1,1.09,7.4,2.3,4.9,11.2,0,Root Rot Risk
Apr,Microgreen,Sunflower,Tray,43.0,24.2,38.0,6.57,6.8,0.9,2.0,23.0,0,Root Rot Risk
Apr,Microgreen,Radish,Tray,45.4,21.4,40.4,7.68,5.6,2.4,2.0,20.2,0,Root Rot Risk
Dec,Hydroponic,Lettuce,NFT,12.7,40.1,15.7,0.88,7.1,0.7,8.5,5.7,0,Nutrient Lockout
Jun,Microgreen,Broccoli,Tray,38.8,19.8,33.8,5.54,5.6,0.6,2.2,22.9,0,Root Rot Risk
Nov,Microgreen,Sunflower,Tray,8.0,52.2,11.0,0.51,7.4,2.2,10.1,6.7,0,Nutrient Lockout
Jun,Microgreen,Kohlrabi,Tray,39.5,25.5,34.5,5.34,7.3,0.9,2.0,18.6,0,Root Rot Risk
Apr,Microgreen,Mustard,Tray,43.6,28.5,38.6,6.38,7.4,0.9,2.0,18.6,0,Root Rot Risk
Jul,Hydroponic,Basil (Hydro),NFT,31.0,93.5,26.0,0.29,6.5,2.4,4.9,8.0,0,Root Rot Risk
Dec,Hydroponic,Cherry Tomato,DWC,13.2,58.2,16.2,0.63,5.7,0.7,8.3,10.9,1,Optimal
Aug,Microgreen,Mustard,Tray,34.6,81.7,29.6,1.01,5.5,2.1,3.6,11.2,0,Root Rot Risk
Feb,Microgreen,Radish,Tray,23.5,39.3,26.5,1.76,7.2,1.3,4.7,18.6,0,Root Rot Risk
Aug,Hydroponic,Celery,NFT,31.2,74.8,26.2,1.14,5.2,0.6,4.8,9.6,0,Root Rot Risk
Apr,Microgreen,Radish,Tray,41.0,25.2,36.0,5.83,7.4,2.1,2.0,24.3,0,Root Rot Risk
May,Hydroponic,Spinach,DWC,42.6,17.2,37.6,7.01,5.5,0.7,2.0,18.6,0,Root Rot Risk
Sep,Microgreen,Broccoli,Tray,28.3,73.2,31.3,1.03,7.8,1.2,3.0,12.6,0,Root Rot Risk
Feb,Hydroponic,Pak Choi,DWC,31.5,41.1,26.5,2.72,6.1,1.7,4.7,18.6,0,Root Rot Risk
Oct,Microgreen,Sunflower,Tray,30.8,33.4,25.8,2.95,6.2,0.9,5.0,18.6,0,VPD Stress
Oct,Microgreen,Pea Shoots,Tray,31.0,37.8,26.0,2.79,5.9,0.8,4.9,19.1,0,VPD Stress
Jul,Hydroponic,Lettuce,NFT,30.0,88.7,33.0,0.48,7.0,1.1,2.5,11.5,0,Root Rot Risk
Dec,Hydroponic,Basil (Hydro),NFT,15.7,46.9,18.7,0.95,7.1,1.1,7.5,10.6,0,Nutrient Lockout
Feb,Hydroponic,Basil (Hydro),NFT,23.4,43.3,26.4,1.63,7.2,1.2,4.7,14.5,0,Root Rot Risk
Oct,Hydroponic,Kale,NFT,26.1,48.0,29.1,1.76,6.2,2.3,3.8,16.9,0,Root Rot Risk
Jan,Hydroponic,Basil (Hydro),DWC,15.1,54.6,18.1,0.78,6.0,1.5,7.7,5.1,1,Optimal
Oct,Microgreen,Pea Shoots,Tray,23.0,44.7,26.0,1.56,6.8,1.0,4.9,16.4,0,Root Rot Risk
Aug,Microgreen,Radish,Tray,32.1,92.6,27.1,0.36,5.8,1.6,4.5,9.0,0,Root Rot Risk
Apr,Hydroponic,Cherry Tomato,DWC,46.2,18.5,41.2,8.32,6.9,0.5,2.0,22.9,0,Root Rot Risk
Mar,Hydroponic,Bell Pepper,DWC,23.3,33.0,26.3,1.92,5.4,0.8,4.8,19.9,0,Root Rot Risk
Apr,Hydroponic,Celery,DWC,45.9,17.9,40.9,8.26,5.5,1.5,2.0,19.7,0,Root Rot Risk
Jun,Hydroponic,Lettuce,NFT,41.5,26.6,36.5,5.85,5.3,2.0,2.0,23.3,0,Root Rot Risk
Oct,Microgreen,Cilantro,Tray,22.3,42.7,25.3,1.55,5.5,2.2,5.1,17.2,1,Optimal
Jun,Hydroponic,Lettuce,DWC,41.0,17.6,36.0,6.41,6.9,0.6,2.0,19.7,0,Root Rot Risk
Nov,Microgreen,Mustard,Tray,17.7,55.6,20.7,0.9,6.9,2.4,6.8,11.2,1,Optimal
Aug,Hydroponic,Cucumber,NFT,32.8,81.3,27.8,0.93,5.6,2.4,4.3,13.0,0,Root Rot Risk
Feb,Microgreen,Cilantro,Tray,22.0,41.9,25.0,1.54,5.3,0.8,5.2,18.0,0,Nutrient Lockout
Nov,Hydroponic,Basil (Hydro),DWC,16.9,45.7,19.9,1.04,6.9,2.0,7.0,8.4,1,Optimal
Oct,Hydroponic,Mint,NFT,30.1,36.5,25.1,2.71,7.4,0.8,5.2,19.0,0,VPD Stress
Jul,Hydroponic,Strawberry,NFT,31.9,74.8,26.9,1.19,5.4,1.6,4.6,10.9,0,Root Rot Risk
Jan,Microgreen,Kohlrabi,Tray,14.8,40.7,17.8,1.0,6.8,0.6,7.8,9.1,1,Optimal
Sep,Microgreen,Amaranth,Tray,30.6,94.3,25.6,0.25,6.1,2.1,5.1,9.1,0,Mold/Fungal Risk
Jun,Microgreen,Broccoli,Tray,37.2,18.5,32.2,5.17,5.7,2.5,2.7,23.2,0,Root Rot Risk
May,Microgreen,Amaranth,Tray,43.9,28.0,38.9,6.51,6.4,2.3,2.0,24.0,0,Root Rot Risk
Oct,Microgreen,Pea Shoots,Tray,25.4,35.7,28.4,2.08,7.0,1.5,4.1,18.9,0,Root Rot Risk
May,Hydroponic,Celery,NFT,46.0,23.9,41.0,7.66,6.7,1.6,2.0,18.9,0,Root Rot Risk
Oct,Hydroponic,Basil (Hydro),NFT,22.1,39.6,25.1,1.61,5.4,0.8,5.2,14.9,0,Nutrient Lockout
Apr,Microgreen,Broccoli,Tray,44.6,25.5,39.6,6.99,6.5,2.0,2.0,23.2,0,Root Rot Risk
Mar,Hydroponic,Spinach,NFT,26.2,42.1,29.2,1.97,5.9,1.8,3.8,18.2,0,Root Rot Risk
Aug,Microgreen,Amaranth,Tray,29.2,81.7,32.2,0.74,6.2,2.2,2.7,8.7,0,Root Rot Risk
Aug,Microgreen,Beetroot,Tray,30.5,70.3,25.5,1.29,7.2,1.6,5.1,14.5,0,Nutrient Lockout
Feb,Microgreen,Kohlrabi,Tray,29.5,33.3,32.5,2.75,6.3,2.1,2.6,17.5,0,Root Rot Risk
Dec,Microgreen,Amaranth,Tray,14.6,59.9,17.6,0.67,6.9,1.1,7.8,5.3,1,Optimal
Jul,Microgreen,Pea Shoots,Tray,32.4,90.5,27.4,0.46,6.0,1.4,4.4,10.1,0,Root Rot Risk
Jun,Microgreen,Broccoli,Tray,47.6,16.5,42.6,9.14,5.5,0.8,2.0,24.3,0,Root Rot Risk
Jun,Microgreen,Mustard,Tray,37.8,22.5,32.8,5.08,6.7,1.7,2.5,24.9,0,Root Rot Risk
May,Microgreen,Kohlrabi,Tray,44.1,15.7,39.1,7.72,7.0,2.3,2.0,20.0,0,Root Rot Risk
Dec,Hydroponic,Lettuce,NFT,11.9,54.6,14.9,0.63,5.7,2.1,8.8,6.4,1,Optimal
Jul,Microgreen,Mustard,Tray,34.8,83.7,29.8,0.91,6.1,1.8,3.6,14.7,0,Root Rot Risk
Jul,Microgreen,Amaranth,Tray,34.4,85.8,29.4,0.77,5.9,1.3,3.7,11.1,0,Root Rot Risk
Apr,Hydroponic,Basil (Hydro),DWC,47.5,27.9,42.5,7.84,7.8,2.1,2.0,21.3,0,Root Rot Risk
Oct,Microgreen,Cilantro,Tray,24.2,30.2,27.2,2.11,7.1,1.9,4.5,17.3,0,Root Rot Risk
Sep,Microgreen,Beetroot,Tray,33.3,85.0,28.3,0.77,7.2,2.2,4.1,11.3,0,Root Rot Risk
May,Hydroponic,Kale,NFT,40.4,21.4,35.4,5.93,6.6,1.1,2.0,20.8,0,Root Rot Risk
Feb,Hydroponic,Spinach,DWC,23.6,47.6,26.6,1.52,6.2,0.7,4.7,15.3,0,Root Rot Risk
Jul,Hydroponic,Kale,NFT,32.3,86.3,27.3,0.66,6.6,1.0,4.5,11.5,0,Root Rot Risk
Mar,Microgreen,Cilantro,Tray,22.0,39.8,25.0,1.59,6.2,1.0,5.2,14.3,1,Optimal
Dec,Microgreen,Basil (MG),Tray,16.2,51.8,19.2,0.89,5.9,1.6,7.3,8.2,1,Optimal
Jan,Microgreen,Beetroot,Tray,12.8,53.4,15.8,0.69,6.1,0.8,8.5,5.6,1,Optimal
Nov,Hydroponic,Bell Pepper,DWC,14.6,41.7,17.6,0.97,7.3,0.6,7.8,9.0,0,Nutrient Lockout
Aug,Hydroponic,Bell Pepper,DWC,33.0,77.5,28.0,1.13,6.7,0.8,4.2,13.3,0,Root Rot Risk
Dec,Microgreen,Basil (MG),Tray,15.4,56.2,18.4,0.77,6.7,0.6,7.6,8.4,1,Optimal
